Date,JP-MINA,KR_BW_01,KR_BW_02,KR_BW_03,KR_BW_04,KR_BW_05,KR_BW_06,KR_BW_07,KR_BW_08,KR_BW_09,KR_BW_10,KR_BW_11,KR_BW_12,KR_BW_13,KR_BW_14,KR_BW_15,KR_BW_16,KR_BW_18,KR_BW_19,KR_BW_20,KR_BW_21,KR_BW_22,KR_BW_23,KR_BW_24,KR_BW_25,KR_BW_26,KR_BW_27,KR_BW_28,KR_BW_29,KR_BW_30,KR_BW_31,KR_BW_32,KR_BW_33,KR_BW_34,KR_BW_35,KR_BW_36,KR_BW_37,KR_BW_38,KR_BW_39,KR_BW_40,KR_BW_41,KR_BW_42,KR_BW_43,KR_BW_44,KR_BW_45,KR_BW_46,KR_BW_47,KR_BW_48,KR_DG_OFS_00033,KR_DG_ONS_00028,KR_IB_49,SG_DG_ONS_00055,TW1
2/17/2025 0:00,75156.96,1082,2169.7,465.56,4621.85,4872.27,4497.71,5185.74,4704.52,4960.55,1012.66,3202.67,4871.76,4934.54,1741.9,0,5477.56,2474.94,14286,1086.89,4587.28,2752.68,461.99,3410,264.31,110375.6946,1477,55143.1,3394.14,1113.24,9823.8,287.31,458.22,4846.4,4494.67,1411.83,2309.37,1200.91,4597.59,216.72,3935.06,4136.02,476.86,476,377.82,374.48,375.79,218.91,0,0,463200,3219.69,102613
2/18/2025 0:00,89471.92,1260,2077.4,573.15,5236.97,5545.72,4985.77,5654.11,5199.96,4922.96,1145.94,3629.33,5546.22,5322.43,1817.06,0,5448.08,2226.06,13372,1353.7,4613.02,2783.93,465.49,3988.81,288.76,128163.52,1694,59728.4,5122.94,2720.63,9789,318.38,459.49,5382.92,5178.32,983.56,2179.41,1384.95,5682.05,229.59,5041.99,5237.18,564.72,564,489.07,480.13,480.51,290.68,0,0,485970,2330.27,109547
2/19/2025 0:00,105631.4,1126,2074.19,506.93,4495.1,5076.83,4693.36,5139.29,4785.15,5485.16,1041.77,3276.68,5238.09,4872.21,1681.05,0,5378.2,2131.75,14805,1274.21,4621.78,2758.21,467.56,3849.66,286.49,130598.2935,1517,58935.5,5273.44,2330.1,11178.7,299.8,462.68,5048.26,4792.54,1406.25,2252.2,1024.15,5334.06,219.62,5001.37,5095.61,511.23,508,461.38,454.27,455.15,264.97,0,0,407420,2378.62,104763
2/20/2025 0:00,105999.26,1145,2056.52,542.64,4979.29,5223.39,4779.29,5238.76,4858.96,4885.83,1127.39,3597.85,5333.16,4804.1,1725.45,0,5381.56,1884.68,14768,702.34,4603.67,2650.52,464.47,3771.22,275.42,96494.2356,1485,54824.9,5340.52,2514.44,14834.1,304,459.19,5370.91,4955.83,1138.86,1879.55,1462.06,5366.39,217.19,4737.44,4918.96,545.37,545,463.76,461.89,459.36,280.63,0,0,492860,3496.32,47556
2/21/2025 0:00,96654.89,1131,2292.15,517.98,4830.21,5329.99,4977.73,5207.21,4940.62,4564.09,1073.59,3455.38,4980.6,4758.15,1807.57,0,5333.46,1958.77,14650,968.43,4619.24,2522.05,467.01,3772.76,275.46,110801.6926,216,52451.6,5453.9,1505.05,9930.2,291.09,460.27,4963.32,5211.25,1339.12,2124.05,1439.32,5118.06,227.38,4993.61,5037.44,535.31,537,466.03,455.56,457.48,257.56,0,0,478440,3545.6,75200
2/22/2025 0:00,105350.09,1066,2077.52,550.01,4983.28,5391.06,5054.66,5295.63,4987.05,3099.11,1110.69,3540.31,5280.5,4881.19,1949.38,0,5451.1,1571.64,12411,1399.25,4682.39,2637.05,467.46,3599.84,266.81,121577.9849,1429,50824,5580.52,2263.12,12608.4,303.43,465.66,5184.35,5156.25,951.85,1567.25,1188.21,5585.9,222.73,4794.53,4885.26,551.29,553,463.6,457.97,459.64,282.77,0,0,407126,2822.66,113922
2/23/2025 0:00,74215.26,780,1503.8,393.04,3766.81,3693.15,3398.44,3873.05,3594.52,3694.18,671.82,2219.38,4250.3,3721.65,1029.29,0,5094.41,1303.27,10855,1144.39,4767.95,2150.33,481.32,2340.3,239.39,121994.7808,1036,45079.7,3750.44,1103.06,10916,243.03,474.31,4038.47,3430.76,813.05,1415.67,820.97,1919.12,170.49,2939.43,3043.16,407.88,406,347.24,345.07,343.16,225.52,0,0,302934,2399.46,42198.46293
2/24/2025 0:00,84127.46,1069,2158.45,543.84,4926.45,5044.86,4523.92,4942.47,4608.97,4105.71,1029.74,3287.8,5145.06,5068.25,2059.73,0,5491.23,1444.8,15472,1463.53,4760.8,2569.59,477.22,3275.77,273.68,105736.9426,1412,56915.7,5111.36,2288.73,15651,302.67,471.37,5498.68,4807.64,1032.5,1679.09,1552.54,0,210.23,4937,4887.62,513.23,513,367.35,356.49,361.38,292.78,0,0,407860,3020.03,106192
2/25/2025 0:00,107963.59,947,1690.46,428.72,3835.95,3970.07,3628.31,4262.4,3921.59,3639.16,895.29,2957.93,4244.81,3994.35,1735.13,0,5058.1,1588.61,9082,1209.08,4274.47,2096.68,436.09,2931,222.61,137467.0249,1241,42751.2,4060.78,822.04,9159.8,262.39,429.22,4417.86,3602.94,865.07,1334.81,1207.97,772.46,182.43,3448.55,3591.71,437.9,431,357.6,358.86,361.62,242.44,0,0,390319,2044.62,116614
2/26/2025 0:00,77784.65,1110,1641.53,512.13,4620.19,5346.34,5015.71,5233.81,4978.73,5483.2,1071.99,3487.6,4243.51,4811.81,2091.22,0,4992.27,2411.35,14979,1411.79,4394.66,2579.93,446.56,3544.57,247.37,103464.5654,1451,49453.2,5505.35,2421.22,15071,289.44,436.4,5395.41,5231.17,1320.92,2203.58,1462.13,5445.88,231.68,4763.1,4821.59,514.65,516,418.1,411.59,413.76,281.06,0,0,526250,2625.2,51915
2/27/2025 0:00,68302.7,955,1514.96,429.7,3651.93,4659.07,4312.17,4771.21,4509.08,1304.6,932.31,3066.46,4662.5,4369.81,2024.47,0,5149.5,460.21,14203,1235.33,4557.54,2169,457.24,2643.36,184.25,94841.05151,1220,34351.1,4812.91,2148.81,14301.4,262.92,452.74,4910.31,4439.61,211.3,405.18,1155.03,4789.71,216.74,3070.6,3175.91,439.32,441,333.79,330.67,331.08,251.49,0,0,490028,3187.9,80196
2/28/2025 0:00,86225.06,522,788.89,319.58,3282.33,3281.02,3151.35,3042.72,3015.72,4673.4,454.72,1619.85,3014.65,2661.74,1255.01,0,5077.14,2407.24,9378,722.57,4497.31,1667.58,454.94,1840.63,197.97,81279.98706,676,24665.8,3374.24,949.49,9530.1,152.9,446.73,2664.06,3322.52,1270.09,2161.64,1002.75,2916.46,146.08,2997.81,2936.75,327,332,316.23,307.45,310.71,132,0,0,300960,2641.25,127341
3/1/2025 0:00,57750.19,200,507.23,103,781.98,1183.74,1117.1,1263.29,1202.48,623.37,190.53,665.54,1077.27,1101.14,129.18,0,1300.29,386.59,2128,324.56,1569.86,261.61,158.14,930.37,42.85,101299.7869,40255.2,3659.8,1207.56,272.06,2234.1,57.31,161.23,1393.93,1127.7,89.6,194.81,294.9,1025.12,62.61,808.77,839.24,107.51,107,107.26,106.56,107.24,63.01,0,0,128185,2250.52,122708
3/2/2025 0:00,39515.31,554,506.14,108.31,1187.94,1624.63,1618.63,1646.86,1617.55,542.43,389.13,1375.5,1541.3,1924.81,957.98,0,350.17,343.2,3952,548.81,422.21,617.76,40.78,926.45,40.66,13996.26004,0,5525.6,1657.76,418.94,3979.6,111.04,38.83,1423.91,1610.89,79.29,0,423.93,1789.55,89.15,1103.02,1145.02,117.31,116,111.33,110.86,112.49,93.24,0,0,137230,2601.22,107726
3/3/2025 0:00,29751.95,212,353.31,99.86,884.81,1335.46,1345.75,1344.98,1356.74,1727.38,250.69,966.32,1338.11,1202.56,684.43,0,1040.64,548.79,11531,417.57,19.85,739.03,2.53,469.26,51.76,19164.20831,0,6560.1,1371.51,554.78,11661,78.74,0.89,1202.5,1373.14,184.51,0,305.11,1181.45,77.45,1035.12,1014.95,112.98,112,78.64,78.14,79.14,75.07,0,0,107280,4002.18,88464
3/4/2025 0:00,24095.15,289,453.09,119.91,1720.45,1950.93,1902.21,1941.77,1903.16,1882.51,278.07,1030.73,1554.93,1470.3,268.33,0,957.77,768.97,5173,553.34,40.2,892.39,3.9,856.07,99.68,29318.10669,0,18090.7,2000.92,823.18,5179,93.98,2.24,1926.06,1994.93,315.21,543.35,446.05,1493.44,103.3,1850.58,1816.66,144.07,145,142.33,141.91,141.89,99.27,0,0,166260,2931.61,89005
3/5/2025 0:00,67604.81,205,413.96,151.72,1962.83,1231.12,1238.22,1264.96,1243.96,2623.34,242.31,840.27,1615.53,1029.92,171.85,0,1805.22,616.91,4206,387.58,616.61,699.84,51.35,706.5,114.63,46775.53223,0,22243.2,1250.95,642,4293.4,76.8,31.12,1346.3,1229.76,885.74,1384.37,268.15,995.43,70.92,1780.04,1827.65,165.49,163,149,148.24,148.57,74.95,0,0,150740,1689.89,80617
3/6/2025 0:00,85455.49,1045,2148.66,562.27,5398.45,5526.92,5204.75,5516.28,5223,4227.61,986.21,3385.07,5473.93,4899.32,2155.86,0,4305.6,2486.58,14573,1444.33,3788.56,1967.04,386.02,3842.09,268.86,102962.1703,0,54954.3,5678.14,2332.02,14680,323.7,361.18,5535.95,5372.83,1493.2,2418.95,1619.32,5187.7,250.17,4985.18,5080.24,565.12,565,532.61,527.96,533.76,298.13,0,0,544310,1555.26,43114
3/7/2025 0:00,102720.51,934,1610.38,505.41,4937.88,4803.16,4377.69,5036.08,4691.89,4554.14,890.41,3060.32,4625.43,4406.6,1919.97,0,4402.94,2109.51,13529,1371.85,3618,2585.26,356.77,3445.22,286.79,110398.0962,0,50972.9,4925.43,2543.22,13592.7,289.18,351.52,4970.91,4585.29,1200.91,2121.56,1302.52,4366.88,231,4328.56,4498.87,523.02,520,486.57,484.24,484.34,271.26,0,0,491539,2776.8,56235.57816
3/8/2025 0:00,36321.81,350,534.47,153.29,1274.31,2165.97,2140.25,2196.65,2171.19,2365.75,452.02,1556.98,2131.72,1935.81,1072.81,0,3529.73,1073.65,13285,640.01,3399.82,1072.02,333.19,759.81,71.44,120376.7959,0,11263,2214.6,992.54,13350.7,133.75,329.02,2063.18,2177.5,565.2,938.05,622.64,2364.1,119.16,1305.98,1296.03,167.03,166,121.48,120.44,121.31,128.21,0,0,265120,2392.79,120424
3/9/2025 0:00,32494.03,1084,2140.38,560.62,5354.75,5553.68,5231.25,5605.79,5267.77,5618.47,1005.15,3441.47,5625.41,1545.98,2067.9,0,3184.1,2721.51,13558,1528.27,4773.24,2764.94,483.57,3746.68,309.51,64061.75928,0,47593.22,5726.48,2733.5,13807.1,322.8,477.55,5602.3,5329.56,1414.49,2500.18,1490.3,1543.85,257.95,5000.11,5161.34,584.23,581,535.11,530.44,533.81,303.53,0,0,390260,571.3,114470
3/10/2025 0:00,46570.28,706,1241.77,336.44,3189.19,3499.61,3211.7,3704.34,3485.38,1292.85,719.95,2486.45,3645.54,3426.54,1705.51,0,4177.55,424.83,14317,1061.83,3817.48,1882.38,384.56,2202.59,200.31,129264.7085,0,0,3608.29,1890.56,14347,224.55,380.1,3768.39,3331.53,142.12,314.26,969.94,3544.11,183.06,3368.93,3425.26,350.8,348,299.31,297.4,298.36,204.62,0,0,387370,2686.46,76511
3/11/2025 0:00,65920.77,1134,2112.48,593.45,5659.61,5845.99,5481.05,5997.89,5630.02,2389.73,1057.32,3620.08,5944.47,5537.74,2116.89,636.6,5371.39,1372.61,14910,1617.28,4899.6,2814.27,490.65,3999.84,329.38,88828.71191,0,0,6009.5,2858.02,15219.2,343.59,485.42,5964.75,5626.96,515.68,887.11,1436.03,5441.68,265.9,5354.09,5473.6,618.66,614,572.71,564.61,572.71,325.16,0,0,596146,3433.78,104194
3/12/2025 0:00,68790.92,564,936.74,253.96,2071.71,3255.07,3147.41,3293.88,3184.01,1391.12,636.74,2181.21,3084.61,2933.14,1028.49,697.5,3876.34,552.94,5216,977.56,4267.66,1775.86,425.66,1578.67,161.81,136723.8325,0,0,3367.66,1447.42,5272.4,197.8,418.76,3292.97,3258.97,205.6,402.66,867.4,3156.39,164.98,2644.1,2594.59,264.63,265,210.65,213.41,213.92,181.72,0,0,304660,3564.63,120986.8283
3/13/2025 0:00,30378.43,904,1701.25,463.08,4458.33,4441.84,4313.48,4281.63,4239.11,2802.92,802.11,2052.81,4290.93,4081.72,1702.55,1143.3,4477.41,1284.61,13717,1192.25,4469.29,1975.25,444,3105.89,251.18,79440.00562,0,8496.95,4536.57,2020.02,13898,245.11,434.62,4172.33,4469.94,584.97,1048.62,1191.4,4172.52,212.84,4688.98,4657.97,482.93,485,432.14,433.65,438.12,233.69,0,0,462850,2776.86,43243.18856
3/14/2025 0:00,32741.99,1144,2163.58,575.4,5638.75,5750.58,5401.47,5924.37,5555.29,3666.91,1050.89,3609.35,5860.18,5423.18,2156.39,1444.7,5459,1934.76,14441,1606.69,4902.25,2920.47,494.84,3954.77,311.86,956.3904362,0,56429.5,5915.8,2884.58,14980.5,340.25,486.54,5925.21,5456.66,1055.25,1697.75,1440.79,5280.83,265.9,5239.92,5393.87,599.84,595,503.89,503.26,507.14,324.65,0,0,600737,2256.03,94411
3/15/2025 0:00,25234.1,397,644.4,228.18,2372.33,2395.18,2319.52,2460.36,2395.49,2612.36,439.7,1494.54,2307.29,1783.71,1209.3,906.3,2064.74,1001.24,13527,720.39,2285.13,1289.33,226.8,1574.1,111.93,135547.4463,0,19922.1,2465.79,1029.74,13758.7,142.82,223.85,2501.57,2332.13,497.56,839.65,685.98,2074.46,132.51,2279.89,2291.36,230.97,230,210.19,210.89,212.05,136.26,0,0,286690,2195.6,60306
3/16/2025 0:00,38129.58,453,907.26,331.44,3631.86,3411.04,3342.75,3293.57,3243.81,2149.27,456.67,1569.72,3344.62,2975.06,1155.94,932,1471.99,944.55,12265,953.15,1519.03,1130.19,149.45,1582.27,222.43,53948.26038,0,28126.8,3504.26,1114.26,12620.5,177.93,148.63,3475.6,3472.62,583.6,1017.65,873.1,2871.29,165.76,2892.95,2856.59,330.98,332,314.32,315.02,320.52,180.01,0,0,432520,2734.37,99776
3/17/2025 0:00,86954.48,708,2236.87,579.58,5601.29,6093.83,5851.8,6066.23,5785.71,5976.2,1070,3648.73,5879.44,585.11,1931.26,1577,5370.75,2340.54,15872,1659.34,4536.15,3094.59,455.09,3897.84,387.82,72740.87305,0,57642.8,6201.59,2911.42,16247,352.15,451.2,6099,5938.83,1403.75,2295.72,1519.86,5499.67,286.03,5430.58,5359.05,586.54,587,424.03,389.04,515.07,324.54,0,0,591580,3405.66,16254
3/18/2025 0:00,36353.1,312,314.38,256.32,2849.26,1852.62,1682.53,2008.91,1864.13,4020.52,224.36,667.19,2307.4,912.03,814.63,460,2412.17,1560.24,4105,626.9,1970.16,584.59,200.62,916.96,214.92,151380.0859,0,22661.5,1900.23,39.88,4523,116.7,189.72,2019.44,1680.37,891.39,1443.75,384.65,1855.69,98.97,2109.38,2076.18,265.97,262,329.57,329.62,332.57,123.09,0,0,325250,3624.33,21484
3/19/2025 0:00,72824.28,1143,2450.89,563.97,5230.51,6049.32,5742.28,6138.96,5878.94,5831.73,985.54,3364.96,5905.36,5690.64,1889.89,1450.8,5648.63,2818.62,16470,1580.08,4706.29,2811.1,318.76,3680.3,367.53,93908.66113,0,62504.4,6274.04,1869.46,16720.3,325.97,464.27,6052.14,5877.24,1506.18,2384.41,1559.97,5551.03,288.44,5664,5635.62,596.5,594,558.74,558.15,542.13,326.76,0,0,587079,285.85,129751
3/20/2025 0:00,41379.6,1097,2184.26,566.89,5692.37,5760.35,5438.12,5877.34,5561.73,5789.94,1009.95,3424.44,5866.64,5420.1,2153.49,1446,1025.5,2806.73,15712,1631.32,5148.6,2898.23,0,3948.27,343.87,147700.1221,0,57213.9,5952.19,2859.9,15820.5,331.52,509.04,5938.74,5554.25,1362.7,2584.64,1383.02,5464.03,275.48,5403.47,5467.41,595.38,596,567.96,562.16,571.49,321.97,0,0,599776,260.84,150309
3/21/2025 0:00,62141.85,1158,2122.38,571.4,5643.18,5909.85,5588.66,5935.77,5646.75,6257.73,1074.72,3611.13,5968.76,5495.75,2162,1466.6,421.2,2783.2,14861,1654.26,5063.94,2874.97,0,3960.47,342.05,137299.4258,0,58338.6,6096.44,2884.74,16025.4,341.38,501.47,5964.93,5724.29,1483.09,2576.71,1490.18,5494.79,279.78,5469.6,5514.81,604.22,605,575.3,567.04,581,327.95,0,0,602650,2644.58,146900
3/22/2025 0:00,34275.44,1156,2217.89,569.76,5665.78,5830.75,5541.06,5845.59,5587.11,4966.82,1063.86,3575.06,5858.56,5471.09,2140.84,1415,0,2942.48,15461,1625.88,4981.24,2822.03,0,1074.99,344.9,141061.3896,0,58239.6,5990.6,2852.06,15570.8,339.72,493.13,5898.23,5640.35,1539.84,2697.99,1448.86,5455.85,277.93,3098.75,2322.06,602.73,603,582.18,574.79,581.09,325.29,0,0,601790,3083.68,146149.244
3/23/2025 0:00,22834.76,1115,1938.13,528.49,5388.34,5383.05,5004.53,5494.64,5282.5,4563.49,991.97,3334.66,2766.14,5150.14,1981.2,1335.8,4217.15,2747.54,13616,1547.43,3305.12,2686.49,0,3637.51,331.53,139837.8018,0,54530.3,5537.06,2605.28,8468.8,320.18,480.86,5564.95,5198.21,1437.62,2495.24,1363.27,5183.54,258.56,5035.94,5186.02,580.49,580,566.87,561.7,564.85,306.41,0,0,433040,2928.11,139000
3/24/2025 0:00,52227.28,1007,1801.74,495.58,4935.97,4981.02,4775.42,5095.18,4881.98,5385.73,939.21,3173.2,5101.4,4720.69,1892.46,1243.4,4542,2618.87,12904,1454.72,4281.04,2521.88,366.04,3392.51,305.86,111392.0859,0,51769.7,5128.27,2493.16,13299.4,300.23,416.75,5174.57,4808.66,1397.77,2376.45,1261.74,4745.49,246.96,4803.91,4868.59,524.77,526,511.04,507.81,510.43,284.4,0,0,498980,2112.73,134335.6858
3/25/2025 0:00,55089.8,1036,1876.33,510.96,5029.84,5152,4964.68,5148.58,5001.16,5378.79,953.88,3198.01,5065.44,4899.41,1762.42,1201.7,4656.64,2573.52,11856,1458.48,4394.32,2571.68,439.89,3487.11,311.93,125613.1431,0,52980.1,5288.31,2582.94,11952,308.66,438.67,5092.66,5036.23,1364.49,2288.19,1202.74,4942.04,252.94,4906.88,5013.27,541.8,542,526.86,522.58,522.69,284.96,0,0,511430,2941.67,134560
3/26/2025 0:00,66605.6,1131,2075.6,556.08,5512,5730.86,5410.48,5781.83,5584.57,4418.6,1040.09,3510.8,5668.95,5424.99,2054.74,1381.8,5332.28,2185.55,14628,1607.5,4058.53,2788.92,407.39,3926.91,333.88,125109.5498,0,56973.4,5876,2744.3,14376.2,331.47,411.29,3540.76,5573.05,706.74,1044.9,1427.77,5378.22,271.17,5367.25,5511.86,585.53,587,582.1,577.94,584.99,320.28,0,0,488590,3862.42,127859
3/27/2025 0:00,14046.23,221,312.69,66,668.99,757.17,766.99,779.78,784.03,843.81,193.02,634.34,913.89,962.98,252.2,247.3,2527.07,311.49,5914,314.36,2275.39,639.8,228.64,592.98,66.04,135289.8467,0,9890.1,771.77,583.54,5198.8,60.78,224.27,804.92,762.92,127.89,164.22,155.16,1084.87,44.59,986.47,978.88,70.5,71,67.29,65.97,67.91,59.49,0,0,97870,2870.4,137843
3/28/2025 0:00,31620.31,1071,1991.46,545.08,5203.52,5697.26,5457.97,5751.82,5503.15,3899.4,1045,3449.28,5518.04,5097.7,1994.06,1492.7,3723.97,2088.82,17237,1627.17,4034.32,2461.1,402.43,3574.5,318.83,36119.23901,0,51189.8,5812.39,2445.04,15163.3,330.89,395.19,5680.05,5527.94,1243.86,1963.68,1525.25,3193.49,279.18,5094.87,5162.95,569.28,568,512.22,508.43,514.73,314.76,0,0,583547,3227.49,127012.4439
3/29/2025 0:00,87084.47,732,1196.85,379.42,3273.51,3801.74,3607.84,4055.16,3843.76,3702.12,789.74,2011.99,3681.92,3710.86,1280.81,1057.4,4816.57,1671.45,13543,1199.66,4689.41,1993.97,471.22,2133.89,193.61,120056.7988,0,30884.8,3866.4,1957.96,11880.6,247.3,470.83,4161.57,3549.18,965.48,1480.91,900.93,3809.45,198.82,2990.45,3021.84,393.64,386,308.08,303.89,309.14,230.74,0,0,420711,3269.01,76508
3/30/2025 0:00,98865.59,951,1688.72,456.92,4644.42,4796.57,4646.29,4933.24,4711.39,4592.75,922.28,3056.33,4763.41,4479.05,2064.68,1553,5652.72,2500.54,16951,1426.55,5280.42,2548.36,325.15,3163.19,313.89,94895.45093,0,51425.6,4926.45,2410.28,14847.8,297.42,531.47,2449.83,4629.71,1342.83,2289.86,1332.07,73.8,245.29,4619.7,4669.76,474.78,471,495.98,487.69,494.06,279.93,0,0,286597,2799.42,49588
3/31/2025 0:00,84462.75,929,2233.86,582.91,5741.41,5679.05,5342.28,5669.2,5482.9,6482.36,745.49,2456.42,5694.39,5156.87,1940.28,1300.8,5292.37,2741.08,15052,1505.46,4658.55,2561.54,283.93,2893.98,294.52,56313.43713,0,54685.5,5832.27,1972.68,13495.9,320.74,465.18,5684.78,4292.33,1431,2484.65,1374.87,5436.21,274.98,4346.63,4361.05,608.89,605,591.87,586.44,591.96,312.92,0,0,519422,2265.31,35043
4/1/2025 0:00,25327.11,1101,1796.36,590.21,5801.43,6100.12,5868.29,6142.91,5961.66,6276.31,1121.2,3704.39,6071.81,5678.75,2239.95,1553.78,5906.52,2577.35,15968,1728.57,5540.53,2856.74,553.17,3857.58,365.75,113817.2622,1887.01,58776.7,6269.96,2954.47,14402.7,354.67,548.71,6232.1,5929.67,1288.17,2274.74,1563.81,5604.56,294.41,5676.98,5834.1,621.98,618,554.42,548.2,557.99,338.76,0,0,606777,3850.5,98473.29981
4/2/2025 0:00,112805.98,1074,1962.44,530.95,5179.49,5056.44,4814.09,5302.71,5034.87,6674.66,1000.22,3298.76,5368.07,4967.34,1690.57,1180.52,5067.15,2953.3,8968,1512.91,4858.51,2787.62,481.69,3636.67,344.28,142465.3755,1858.26,58694.4,5186.5,2849.85,7991.4,317.02,490.49,5386.81,4718.63,1545.76,2685.43,1269.01,5035,253.78,5092.99,5218.26,553.81,546,535.93,526.8,533.55,297.57,0,0,477918,4049.15,91563.00012
4/3/2025 0:00,142288.61,880,1218.23,372.2,3746.57,4672.53,4457.62,4714.73,4557.24,5931.99,906.67,2981.85,4862.87,3600.9,1983.48,1422.49,4989.51,2365.62,11475,1442.47,5202.33,2382.89,516.28,2563.96,321.76,137621.4233,1171.61,45600.7,4709.21,2143.7,14056.9,292.99,514.38,4798.35,4587.5,1406.93,2443.08,1342.88,4216.37,235.92,3779.24,3722.69,372.56,378,251.28,249.5,252.48,273.31,0,0,362060,3141.25,129918.9003
